criterion,constraints,parameters,algorithm,value
sum_of_squares,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_3,nlopt_newuoa,-3.7787659661519945e-09
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_1,nlopt_newuoa,1.18518518486722
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_2,nlopt_newuoa,1.40740740756639
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_3,nlopt_newuoa,1.7037037040948737
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_1,nlopt_newuoa,0.5714285714285711
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_2,nlopt_newuoa,1.7142857142857144
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_3,nlopt_newuoa,0.0
rosenbrock,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_1,nlopt_newuoa,1.1861616283883107
rosenbrock,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_2,nlopt_newuoa,1.4069191858058447
rosenbrock,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_3,nlopt_newuoa,1.9794215947346117
sum_of_squares,[],x_1,nlopt_newuoa_bound,7.865522733518104e-09
sum_of_squares,[],x_2,nlopt_newuoa_bound,6.411300625569586e-08
sum_of_squares,[],x_3,nlopt_newuoa_bound,-1.156189361102616e-08
trid,[],x_1,nlopt_newuoa_bound,2.9999259984537496
trid,[],x_2,nlopt_newuoa_bound,4.000001448855653
trid,[],x_3,nlopt_newuoa_bound,3.000031069133926
rotated_hyper_ellipsoid,[],x_1,nlopt_newuoa_bound,1.7558190457123128e-09
rotated_hyper_ellipsoid,[],x_2,nlopt_newuoa_bound,7.3460582061812755e-09
rotated_hyper_ellipsoid,[],x_3,nlopt_newuoa_bound,2.8014954800426027e-09
rosenbrock,[],x_1,nlopt_newuoa_bound,0.9999952931152722
rosenbrock,[],x_2,nlopt_newuoa_bound,0.99999362801294
rosenbrock,[],x_3,nlopt_newuoa_bound,0.9999889375604816
sum_of_squares,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_1,nlopt_newuoa_bound,1.0
sum_of_squares,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_2,nlopt_newuoa_bound,-8.236188739043316e-10
sum_of_squares,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_3,nlopt_newuoa_bound,5.915716771874894e-09
trid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_1,nlopt_newuoa_bound,1.0
trid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_2,nlopt_newuoa_bound,2.6666673056378882
trid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_3,nlopt_newuoa_bound,2.3333325647596004
rotated_hyper_ellipsoid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_1,nlopt_newuoa_bound,1.0
rotated_hyper_ellipsoid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_2,nlopt_newuoa_bound,-1.5220369853352622e-08
rotated_hyper_ellipsoid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_3,nlopt_newuoa_bound,-7.481570918344005e-10
rosenbrock,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_1,nlopt_newuoa_bound,1.0
rosenbrock,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_2,nlopt_newuoa_bound,0.9999999000730354
rosenbrock,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_3,nlopt_newuoa_bound,0.9999996023166068
sum_of_squares,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_1,nlopt_newuoa_bound,0.6666255195847401
sum_of_squares,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_2,nlopt_newuoa_bound,0.33337448041525986
sum_of_squares,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_3,nlopt_newuoa_bound,-1.7732916364489263e-07
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_1,nlopt_newuoa_bound,0.27276027819177073
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_2,nlopt_newuoa_bound,0.7272397218082294
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_3,nlopt_newuoa_bound,1.3637988998079211
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_1,nlopt_newuoa_bound,0.4000064410690856
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_2,nlopt_newuoa_bound,0.5999935589309146
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_3,nlopt_newuoa_bound,2.883710071126968e-05
rosenbrock,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_1,nlopt_newuoa_bound,0.6175645761428086
rosenbrock,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_2,nlopt_newuoa_bound,0.38243542385719137
rosenbrock,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_3,nlopt_newuoa_bound,0.14625716221248522
sum_of_squares,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_1,nlopt_newuoa_bound,-2.7633942589716427e-06
sum_of_squares,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_2,nlopt_newuoa_bound,-1.065059225393874e-07
sum_of_squares,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_3,nlopt_newuoa_bound,-1.0650589750666627e-07
trid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_1,nlopt_newuoa_bound,2.6666731186975334
trid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_2,nlopt_newuoa_bound,3.3333387136092787
trid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_3,nlopt_newuoa_bound,3.3333387136092787
rotated_hyper_ellipsoid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_1,nlopt_newuoa_bound,-1.6041309380040488e-05
rotated_hyper_ellipsoid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_2,nlopt_newuoa_bound,-1.609392734700018e-05
rotated_hyper_ellipsoid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_3,nlopt_newuoa_bound,-1.609392734700018e-05
rosenbrock,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_1,nlopt_newuoa_bound,1.0000256710147222
rosenbrock,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_2,nlopt_newuoa_bound,1.0000473782253598
rosenbrock,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_3,nlopt_newuoa_bound,1.0000991407788498
sum_of_squares,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_1,nlopt_newuoa_bound,-4.3794655880376695e-06
sum_of_squares,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_2,nlopt_newuoa_bound,-1.1881346354728833e-05
sum_of_squares,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_3,nlopt_newuoa_bound,2.471956160273266e-05
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_1,nlopt_newuoa_bound,3.3333226128137383
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_2,nlopt_newuoa_bound,3.3333226128137383
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_3,nlopt_newuoa_bound,2.66665972192973
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_1,nlopt_newuoa_bound,5.222968088830246e-06
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_2,nlopt_newuoa_bound,5.222968088830246e-06
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_3,nlopt_newuoa_bound,-2.060537360224649e-05
rosenbrock,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_1,nlopt_newuoa_bound,0.999658772560972
rosenbrock,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_2,nlopt_newuoa_bound,0.9993090951903848
rosenbrock,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_3,nlopt_newuoa_bound,0.9986276792005048
sum_of_squares,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_1,nlopt_newuoa_bound,2.0
sum_of_squares,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_2,nlopt_newuoa_bound,2.0
sum_of_squares,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_3,nlopt_newuoa_bound,2.0
trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_1,nlopt_newuoa_bound,2.0
trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_2,nlopt_newuoa_bound,2.0
trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_3,nlopt_newuoa_bound,2.0
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_1,nlopt_newuoa_bound,2.0
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_2,nlopt_newuoa_bound,2.0
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_3,nlopt_newuoa_bound,2.0
rosenbrock,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_1,nlopt_newuoa_bound,2.0
rosenbrock,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_2,nlopt_newuoa_bound,2.0
rosenbrock,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_3,nlopt_newuoa_bound,2.0
sum_of_squares,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_1,nlopt_newuoa_bound,-1.4342482757001546e-09
sum_of_squares,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_2,nlopt_newuoa_bound,-1.4342482757001546e-09
sum_of_squares,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_3,nlopt_newuoa_bound,-9.651941468291613e-10
trid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_1,nlopt_newuoa_bound,3.3333333130203293
trid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_2,nlopt_newuoa_bound,3.3333333130203293
trid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_3,nlopt_newuoa_bound,2.666666646981862
rotated_hyper_ellipsoid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_1,nlopt_newuoa_bound,4.045715540357255e-09
rotated_hyper_ellipsoid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_2,nlopt_newuoa_bound,4.045715540357255e-09
rotated_hyper_ellipsoid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_3,nlopt_newuoa_bound,3.1759602059366885e-08
rosenbrock,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_1,nlopt_newuoa_bound,1.000000757242797
rosenbrock,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_2,nlopt_newuoa_bound,1.000000757242797
rosenbrock,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_3,nlopt_newuoa_bound,1.0000020312337092
sum_of_squares,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_1,nlopt_newuoa_bound,3.935656322139687e-08
sum_of_squares,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_2,nlopt_newuoa_bound,-2.6574854649665285e-08
sum_of_squares,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_3,nlopt_newuoa_bound,0.0
trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_1,nlopt_newuoa_bound,1.5
trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_2,nlopt_newuoa_bound,1.0
trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_3,nlopt_newuoa_bound,1.5
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_1,nlopt_newuoa_bound,1.6812568009180818e-17
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_2,nlopt_newuoa_bound,-1.2966545914080788e-08
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_3,nlopt_newuoa_bound,4.462304967209474e-08
rosenbrock,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_1,nlopt_newuoa_bound,1.0
rosenbrock,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_2,nlopt_newuoa_bound,1.0
rosenbrock,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_3,nlopt_newuoa_bound,1.0
sum_of_squares,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_1,nlopt_newuoa_bound,1.0024452934457776e-13
sum_of_squares,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_2,nlopt_newuoa_bound,2.181368856402035e-20
sum_of_squares,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_3,nlopt_newuoa_bound,1.399345667808007e-06
trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_1,nlopt_newuoa_bound,2.3332794771282246
trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_2,nlopt_newuoa_bound,2.66664418920871
trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_3,nlopt_newuoa_bound,1.0
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_1,nlopt_newuoa_bound,4.228290586149552e-06
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_2,nlopt_newuoa_bound,1.5365226982535293e-07
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_3,nlopt_newuoa_bound,-2.05270020960936e-05
rosenbrock,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_1,nlopt_newuoa_bound,1.0
rosenbrock,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_2,nlopt_newuoa_bound,1.0
rosenbrock,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_3,nlopt_newuoa_bound,1.0
sum_of_squares,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_1,nlopt_newuoa_bound,1.3333333316665965
sum_of_squares,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_2,nlopt_newuoa_bound,1.3333333341667015
sum_of_squares,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_3,nlopt_newuoa_bound,-9.244878640402021e-09
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_1,nlopt_newuoa_bound,1.1851859923773949
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_2,nlopt_newuoa_bound,1.4074070038113025
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_3,nlopt_newuoa_bound,1.70361916343523
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_1,nlopt_newuoa_bound,0.5714285745206674
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_2,nlopt_newuoa_bound,1.7142857127396662
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_3,nlopt_newuoa_bound,3.6925192952589336e-08
rosenbrock,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_1,nlopt_newuoa_bound,1.18616013797649
rosenbrock,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_2,nlopt_newuoa_bound,1.4069199310117548
rosenbrock,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_3,nlopt_newuoa_bound,1.979424285967229
sum_of_squares,[],x_1,nlopt_neldermead,1.4807734899953435e-162
sum_of_squares,[],x_2,nlopt_neldermead,-6.596518479491713e-163
sum_of_squares,[],x_3,nlopt_neldermead,5.4463804618354564e-163
trid,[],x_1,nlopt_neldermead,2.999999977705917
trid,[],x_2,nlopt_neldermead,3.999999973946693
trid,[],x_3,nlopt_neldermead,2.999999957283749
rotated_hyper_ellipsoid,[],x_1,nlopt_neldermead,1.2631638893470161e-162
rotated_hyper_ellipsoid,[],x_2,nlopt_neldermead,-1.0165145227261002e-163
rotated_hyper_ellipsoid,[],x_3,nlopt_neldermead,-8.107613716994235e-163
rosenbrock,[],x_1,nlopt_neldermead,0.9999999998858508
rosenbrock,[],x_2,nlopt_neldermead,0.9999999991983924
rosenbrock,[],x_3,nlopt_neldermead,0.9999999984529976
sum_of_squares,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_1,nlopt_neldermead,1.0
sum_of_squares,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_2,nlopt_neldermead,-3.381010302148711e-09
sum_of_squares,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_3,nlopt_neldermead,-5.5476443900253196e-09
trid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_1,nlopt_neldermead,1.0
trid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_2,nlopt_neldermead,2.666666661340355
trid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_3,nlopt_neldermead,2.3333333089199173
rotated_hyper_ellipsoid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_1,nlopt_neldermead,1.0
rotated_hyper_ellipsoid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_2,nlopt_neldermead,1.489847488775866e-08
rotated_hyper_ellipsoid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_3,nlopt_neldermead,-4.314772073483587e-09
rosenbrock,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_1,nlopt_neldermead,1.0
rosenbrock,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_2,nlopt_neldermead,1.0000000008276748
rosenbrock,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_3,nlopt_neldermead,1.0000000037234584
sum_of_squares,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_1,nlopt_neldermead,0.666666668466965
sum_of_squares,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_2,nlopt_neldermead,0.33333333153303496
sum_of_squares,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_3,nlopt_neldermead,-1.172820092489112e-09
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_1,nlopt_neldermead,0.27272727080216685
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_2,nlopt_neldermead,0.7272727291978333
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_3,nlopt_neldermead,1.3636363674857377
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_1,nlopt_neldermead,0.3999999979075019
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_2,nlopt_neldermead,0.6000000020924979
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_3,nlopt_neldermead,-2.115052465414732e-09
rosenbrock,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_1,nlopt_neldermead,0.6175634374500399
rosenbrock,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_2,nlopt_neldermead,0.38243656254996
rosenbrock,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_3,nlopt_neldermead,0.14625772397556924
sum_of_squares,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_1,nlopt_neldermead,-1.0719812942314562e-162
sum_of_squares,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_2,nlopt_neldermead,-1.077430725112431e-162
sum_of_squares,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_3,nlopt_neldermead,-1.077430725112431e-162
trid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_1,nlopt_neldermead,2.66666662194952
trid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_2,nlopt_neldermead,3.3333333128712197
trid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_3,nlopt_neldermead,3.3333333128712197
rotated_hyper_ellipsoid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_1,nlopt_neldermead,1.4516663102292707e-162
rotated_hyper_ellipsoid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_2,nlopt_neldermead,-6.102967854385709e-163
rotated_hyper_ellipsoid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_3,nlopt_neldermead,-6.102967854385709e-163
rosenbrock,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_1,nlopt_neldermead,0.21912310440231336
rosenbrock,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_2,nlopt_neldermead,0.03019671125728925
rosenbrock,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_3,nlopt_neldermead,0.03019671125728925
sum_of_squares,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_1,nlopt_neldermead,5.1665749595898805e-163
sum_of_squares,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_2,nlopt_neldermead,5.1665749595898805e-163
sum_of_squares,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_3,nlopt_neldermead,7.94461905820577e-163
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_1,nlopt_neldermead,3.333333343850565
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_2,nlopt_neldermead,3.333333343850565
trid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_3,nlopt_neldermead,2.6666666510421573
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_1,nlopt_neldermead,3.348531034432614e-163
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_2,nlopt_neldermead,3.348531034432614e-163
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_3,nlopt_neldermead,-1.2157831052707397e-162
rosenbrock,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_1,nlopt_neldermead,0.9999999999999998
rosenbrock,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_2,nlopt_neldermead,0.9999999999999996
rosenbrock,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_3,nlopt_neldermead,0.9999999999999992
sum_of_squares,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_1,nlopt_neldermead,5.5568968219600556e-163
sum_of_squares,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_2,nlopt_neldermead,5.5568968219600556e-163
sum_of_squares,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_3,nlopt_neldermead,5.5568968219600556e-163
trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_1,nlopt_neldermead,2.9999999962747097
trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_2,nlopt_neldermead,2.9999999962747097
trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_3,nlopt_neldermead,2.9999999962747097
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_1,nlopt_neldermead,5.5568968219600556e-163
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_2,nlopt_neldermead,5.5568968219600556e-163
rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_3,nlopt_neldermead,5.5568968219600556e-163
rosenbrock,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_1,nlopt_neldermead,0.010208423802396284
rosenbrock,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_2,nlopt_neldermead,0.010208423802396284
rosenbrock,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_3,nlopt_neldermead,0.010208423802396284
sum_of_squares,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_1,nlopt_neldermead,-5.261131534842699e-163
sum_of_squares,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_2,nlopt_neldermead,-5.261131534842699e-163
sum_of_squares,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_3,nlopt_neldermead,1.0762050994252392e-162
trid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_1,nlopt_neldermead,3.3333333189358765
trid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_2,nlopt_neldermead,3.3333333189358765
trid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_3,nlopt_neldermead,2.666666653892509
rotated_hyper_ellipsoid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_1,nlopt_neldermead,-6.450576619823223e-163
rotated_hyper_ellipsoid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_2,nlopt_neldermead,-6.450576619823223e-163
rotated_hyper_ellipsoid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_3,nlopt_neldermead,1.0558000577946752e-163
